Times,MAIN_PNL_PX.1,MAIN_PNL_MX.1,MAIN_PNL_PY.1,MAIN_PNL_MY.1,MAIN_PNL_PZ.1,MAIN_PNL_MZ.1,MAIN_PNL_MY.20001
33020.,-2.248555,-2.136026,-1.986787,-0.8662545,12.57824,-32.24442,-46.32368
33030.,-2.281188,-2.170469,-2.019942,-0.8996212,12.40401,-32.32614,-46.19613
33040.,-2.31411,-2.205178,-2.053463,-0.9332563,12.23114,-32.40753,-46.06899
33050.,-2.347318,-2.240148,-2.087347,-0.9671556,12.05962,-32.48859,-45.94224
33060.,-2.380808,-2.275377,-2.121588,-1.001315,11.88942,-32.56933,-45.81589
33070.,-2.414575,-2.31086,-2.156181,-1.03573,11.72053,-32.64975,-45.68993
33080.,-2.448616,-2.346593,-2.191121,-1.070398,11.55294,-32.72984,-45.56435
33090.,-2.482926,-2.382573,-2.226404,-1.105314,11.38663,-32.80963,-45.43915
33100.,-2.517501,-2.418796,-2.262025,-1.140474,11.22158,-32.8891,-45.31432
33110.,-2.552337,-2.455258,-2.297979,-1.175874,11.05779,-32.96826,-45.18987
33120.,-2.587431,-2.491955,-2.334262,-1.211512,10.89522,-33.04711,-45.06578
33130.,-2.622779,-2.528885,-2.370869,-1.247382,10.73387,-33.12566,-44.94205
33140.,-2.658377,-2.566044,-2.407795,-1.283481,10.57373,-33.20391,-44.81868
33150.,-2.694221,-2.603428,-2.445038,-1.319807,10.41478,-33.28187,-44.69566
33160.,-2.730307,-2.641034,-2.482591,-1.356354,10.257,-33.35952,-44.57298
33170.,-2.766633,-2.678858,-2.520451,-1.393121,10.10038,-33.43688,-44.45066
33180.,-2.803194,-2.716897,-2.558613,-1.430103,9.944914,-33.51396,-44.32867
33190.,-2.839987,-2.755149,-2.597075,-1.467296,9.790577,-33.59074,-44.20701
33200.,-2.877008,-2.793609,-2.63583,-1.504699,9.63736,-33.66724,-44.08569
33210.,-2.914255,-2.832275,-2.674876,-1.542306,9.48525,-33.74346,-43.9647
33220.,-2.951723,-2.871144,-2.714208,-1.580116,9.334233,-33.81939,-43.84403
33230.,-2.98941,-2.910212,-2.753823,-1.618124,9.184297,-33.89506,-43.72368
33240.,-3.027312,-2.949476,-2.793716,-1.656329,9.035429,-33.97044,-43.60365
33250.,-3.065426,-2.988934,-2.833884,-1.694726,8.887616,-34.04556,-43.48393
33260.,-3.103749,-3.028583,-2.874323,-1.733312,8.740846,-34.1204,-43.36452
33270.,-3.142277,-3.068419,-2.91503,-1.772085,8.595106,-34.19498,-43.24542
33280.,-3.181008,-3.10844,-2.956,-1.811042,8.450385,-34.26929,-43.12662
33290.,-3.219939,-3.148643,-2.99723,-1.850179,8.306671,-34.34334,-43.00811
33300.,-3.259064,-3.189024,-3.038701,-1.88949,8.163905,-34.41713,-42.84332
33310.,-3.29838,-3.229581,-3.080402,-1.928966,8.022051,-34.49066,-42.65638
33320.,-3.337884,-3.27031,-3.122331,-1.968603,7.8811,-34.56393,-42.46999
33330.,-3.377574,-3.31121,-3.164483,-2.008398,7.741041,-34.63695,-42.28415
33340.,-3.417445,-3.352277,-3.206856,-2.048348,7.601863,-34.70971,-42.09886
33350.,-3.457497,-3.393509,-3.249447,-2.088452,7.463557,-34.78222,-41.9141
33360.,-3.497725,-3.434903,-3.292252,-2.128705,7.326111,-34.85449,-41.72987
33370.,-3.538128,-3.476458,-3.33527,-2.169107,7.189517,-34.92651,-41.54617
33380.,-3.578702,-3.51817,-3.378496,-2.209654,7.053764,-34.99829,-41.363
33390.,-3.619446,-3.560038,-3.421927,-2.250345,6.918843,-35.06982,-41.18035
33400.,-3.660356,-3.602058,-3.465562,-2.291176,6.784743,-35.14112,-40.9982
33410.,-3.701431,-3.644229,-3.509397,-2.332146,6.651456,-35.21218,-40.81657
33420.,-3.742667,-3.686548,-3.553429,-2.373252,6.518973,-35.28301,-40.63544
33430.,-3.784063,-3.729013,-3.597656,-2.414492,6.387283,-35.3536,-40.45482
33440.,-3.825615,-3.771622,-3.642075,-2.455864,6.256379,-35.42397,-40.27469
33450.,-3.867322,-3.814372,-3.686683,-2.497365,6.12625,-35.4941,-40.09505
33460.,-3.909181,-3.857262,-3.731477,-2.538994,5.996889,-35.56402,-39.91589
33470.,-3.95119,-3.900289,-3.776456,-2.580748,5.868286,-35.6337,-39.73722
33480.,-3.993346,-3.943452,-3.821616,-2.622625,5.740433,-35.70317,-39.55903
33490.,-4.035648,-3.986747,-3.866954,-2.664624,5.613322,-35.77241,-39.38131
33500.,-4.078093,-4.030174,-3.912469,-2.706741,5.486943,-35.84144,-39.20406
33510.,-4.120679,-4.073729,-3.958158,-2.748976,5.36129,-35.91025,-39.02728
33520.,-4.163404,-4.117411,-4.004018,-2.791325,5.236353,-35.97885,-38.85096
33530.,-4.206266,-4.161219,-4.050047,-2.833788,5.112125,-36.04723,-38.6751
33540.,-4.249262,-4.205149,-4.096243,-2.876362,4.988598,-36.11541,-38.49969
33550.,-4.29239,-4.249201,-4.142603,-2.919045,4.865763,-36.18338,-38.32474
33560.,-4.335649,-4.293372,-4.189125,-2.961835,4.743614,-36.25114,-38.15023
33570.,-4.379037,-4.33766,-4.235806,-3.004731,4.622142,-36.3187,-37.97616
33580.,-4.422551,-4.382064,-4.282645,-3.047731,4.501341,-36.38605,-37.80254
33590.,-4.466189,-4.426581,-4.329639,-3.090832,4.381202,-36.45321,-37.62935
33600.,-4.50995,-4.47121,-4.376786,-3.134034,4.261718,-36.52016,-37.45659
33610.,-4.553832,-4.51595,-4.424084,-3.177334,4.142883,-36.58692,-37.28426
33620.,-4.597832,-4.560798,-4.47153,-3.220731,4.024688,-36.65348,-37.11236
33630.,-4.641949,-4.605752,-4.519123,-3.264223,3.907128,-36.71985,-36.94088
33640.,-4.686182,-4.650812,-4.56686,-3.307808,3.790194,-36.78603,-36.76982
33650.,-4.730528,-4.695974,-4.61474,-3.351484,3.673881,-36.85202,-36.59917
33660.,-4.774985,-4.741238,-4.66276,-3.395251,3.558181,-36.91782,-36.42893
33670.,-4.819552,-4.786603,-4.710919,-3.439105,3.443087,-36.98343,-36.25911
33680.,-4.864226,-4.832065,-4.759214,-3.483047,3.328594,-37.04886,-36.08969
33690.,-4.909007,-4.877625,-4.807643,-3.527074,3.214694,-37.1141,-35.92067
33700.,-4.953893,-4.923279,-4.856204,-3.571184,3.101381,-37.17916,-35.75205
33710.,-4.998882,-4.969027,-4.904897,-3.615376,2.988649,-37.24405,-35.58383
33720.,-5.043971,-5.014867,-4.953717,-3.659649,2.876491,-37.30875,-35.416
33730.,-5.089161,-5.060798,-5.002665,-3.704001,2.764902,-37.37328,-35.24856
33740.,-5.134448,-5.106818,-5.051738,-3.748431,2.653875,-37.43763,-35.08151
33750.,-5.179832,-5.152925,-5.100934,-3.792937,2.543404,-37.5018,-34.91485
33760.,-5.22531,-5.199119,-5.150251,-3.837518,2.433484,-37.56581,-34.74856
33770.,-5.270882,-5.245397,-5.199688,-3.882172,2.324107,-37.62964,-34.58266
33780.,-5.316545,-5.291758,-5.249243,-3.926897,2.215269,-37.6933,-34.41713
33790.,-5.362299,-5.338202,-5.298914,-3.971694,2.106964,-37.7568,-34.25197
33800.,-5.408143,-5.384726,-5.34869,-4.01656,1.999175,-37.82004,-34.08906
33810.,-5.454078,-5.431332,-5.39854,-4.061494,1.891858,-37.88273,-33.9326
33820.,-5.500102,-5.478018,-5.448462,-4.106496,1.785009,-37.94487,-33.77646
33830.,-5.546214,-5.524782,-5.498454,-4.151563,1.678624,-38.00648,-33.62066
33840.,-5.592412,-5.571623,-5.548515,-4.196695,1.572697,-38.06755,-33.46519
33850.,-5.638694,-5.618539,-5.598643,-4.241889,1.467224,-38.12809,-33.31004
33860.,-5.685058,-5.665528,-5.648836,-4.287145,1.362201,-38.18811,-33.15522
33870.,-5.731504,-5.712588,-5.699094,-4.33246,1.257623,-38.24761,-33.00072
33880.,-5.778028,-5.759719,-5.749414,-4.377832,1.153487,-38.3066,-32.84653
33890.,-5.824629,-5.806918,-5.799795,-4.423261,1.049787,-38.36507,-32.69267
33900.,-5.871306,-5.854184,-5.850236,-4.468745,0.9465189,-38.42305,-32.53911
33910.,-5.918057,-5.901515,-5.900734,-4.514282,0.8436793,-38.48052,-32.38587
33920.,-5.96488,-5.948911,-5.95129,-4.559871,0.7412638,-38.53749,-32.23294
33930.,-6.011775,-5.996368,-6.001901,-4.605511,0.6392682,-38.59397,-32.08031
33940.,-6.058738,-6.043887,-6.052565,-4.651199,0.5376884,-38.64997,-31.92799
33950.,-6.105769,-6.091465,-6.103282,-4.696936,0.4365205,-38.70548,-31.77597
33960.,-6.152866,-6.139101,-6.15405,-4.742718,0.3357606,-38.76052,-31.62425
33970.,-6.200028,-6.186794,-6.204868,-4.788545,0.2354046,-38.81508,-31.47283
33980.,-6.247253,-6.234542,-6.255734,-4.834416,0.1354487,-38.86917,-31.3217
33990.,-6.29454,-6.282344,-6.306648,-4.880329,0.0358892,-38.92279,-31.17087
34000.,-6.341887,-6.330199,-6.357607,-4.926282,-0.06327779,-38.97595,-31.02033
34010.,-6.389292,-6.378104,-6.408611,-4.972276,-0.1620559,-39.02866,-30.87008
34020.,-6.436755,-6.426059,-6.459658,-5.018307,-0.2604489,-39.08091,-30.72012
34030.,-6.484274,-6.474063,-6.510747,-5.064376,-0.3584604,-39.13271,-30.57044
34040.,-6.531848,-6.522114,-6.561877,-5.11048,-0.456094,-39.18407,-30.42105
34050.,-6.579475,-6.570211,-6.613046,-5.156619,-0.5533532,-39.23498,-30.27193
34060.,-6.627153,-6.618353,-6.664254,-5.202791,-0.6502416,-39.28546,-30.1231
34070.,-6.674882,-6.666538,-6.715499,-5.248995,-0.7467625,-39.3355,-29.97454
34080.,-6.72266,-6.714765,-6.76678,-5.29523,-0.8429195,-39.38512,-29.82626
34090.,-6.770487,-6.763034,-6.818097,-5.341495,-0.9387159,-39.4343,-29.67826
34100.,-6.818359,-6.811342,-6.869447,-5.387788,-1.034155,-39.48306,-29.53052
34110.,-6.866278,-6.859688,-6.920829,-5.434109,-1.12924,-39.53141,-29.38306
34120.,-6.91424,-6.908072,-6.972243,-5.480456,-1.223975,-39.57933,-29.23586
34130.,-6.962245,-6.956493,-7.023688,-5.526828,-1.318362,-39.62685,-29.08893
34140.,-7.010292,-7.004948,-7.075162,-5.573224,-1.412405,-39.67395,-28.94227
34150.,-7.058379,-7.053438,-7.126664,-5.619644,-1.506106,-39.72065,-28.79587
34160.,-7.106506,-7.10196,-7.178194,-5.666085,-1.59947,-39.76695,-28.64973
34170.,-7.154671,-7.150514,-7.22975,-5.712547,-1.692499,-39.81285,-28.50385
34180.,-7.202872,-7.199099,-7.281331,-5.759029,-1.785196,-39.85836,-28.35823
34190.,-7.25111,-7.247714,-7.332936,-5.80553,-1.877564,-39.90347,-28.21286
34200.,-7.299382,-7.296357,-7.384565,-5.852048,-1.969606,-39.9482,-28.06775
34210.,-7.347687,-7.345028,-7.436215,-5.898584,-2.061325,-39.99254,-27.9229
34220.,-7.396026,-7.393725,-7.487887,-5.945135,-2.152725,-40.03649,-27.77829
34230.,-7.444395,-7.442448,-7.53958,-5.991701,-2.243807,-40.08007,-27.63393
34240.,-7.492795,-7.491195,-7.591291,-6.038281,-2.334574,-40.12327,-27.48983
34250.,-7.541224,-7.539966,-7.643022,-6.084873,-2.425031,-40.1661,-27.34597
34260.,-7.589681,-7.588759,-7.694769,-6.131478,-2.515178,-40.20856,-27.20235
34270.,-7.638166,-7.637574,-7.746534,-6.178094,-2.605019,-40.25065,-27.05898
34280.,-7.686676,-7.686409,-7.798314,-6.22472,-2.694557,-40.29238,-26.91585
34290.,-7.735212,-7.735264,-7.850109,-6.271355,-2.783795,-40.33375,-26.77296
34300.,-7.783772,-7.784138,-7.901917,-6.317998,-2.872734,-40.37476,-26.63031
34310.,-7.832343,-7.833031,-7.953723,-6.364648,-2.961359,-40.41508,-26.4733
34320.,-7.88092,-7.881942,-8.005521,-6.411299,-3.049667,-40.45464,-26.31292
34330.,-7.929503,-7.930869,-8.05731,-6.457952,-3.13766,-40.49343,-26.15283
34340.,-7.97809,-7.979811,-8.109088,-6.504604,-3.225341,-40.53148,-25.99304
34350.,-8.026364,-8.028489,-8.160552,-6.550966,-2.924231,-40.56875,-25.95103
34360.,-8.073765,-8.076694,-8.211308,-6.596793,-2.625813,-40.60437,-26.32002
34370.,-8.120297,-8.124428,-8.261359,-6.64213,-2.330066,-40.63836,-26.69039
34380.,-8.165966,-8.171692,-8.310711,-6.68698,-2.036973,-40.67073,-27.06216
34390.,-8.210777,-8.218489,-8.359366,-6.731344,-1.746515,-40.70149,-27.43535
34400.,-8.254735,-8.264819,-8.407328,-6.775223,-1.458673,-40.73066,-27.80997
34410.,-8.297845,-8.310684,-8.454602,-6.818621,-1.173429,-40.75825,-28.18603
34420.,-8.340112,-8.356086,-8.501189,-6.861539,-0.8907622,-40.78427,-28.56356
34430.,-8.381541,-8.401027,-8.547096,-6.903979,-0.6106557,-40.80874,-28.94256
