Times,MAIN_PNL_PX.1,MAIN_PNL_MX.1,MAIN_PNL_PY.1,MAIN_PNL_MY.1,MAIN_PNL_PZ.1,MAIN_PNL_MZ.1,MAIN_PNL_MY.20001
20640.,19.38145,19.24104,40.06227,20.97136,40.36986,-17.51853,-35.17455
20650.,19.38178,19.24137,40.06253,20.97169,40.37012,-17.51825,-35.17428
20660.,19.38211,19.2417,40.06279,20.97203,40.37038,-17.51796,-35.17401
20670.,19.38244,19.24204,40.06306,20.97236,40.37065,-17.51768,-35.17374
20680.,19.38278,19.24237,40.06332,20.97269,40.37091,-17.51739,-35.17347
20690.,19.38311,19.2427,40.06358,20.97302,40.37117,-17.51711,-35.1732
20700.,19.38343,19.24303,40.06385,20.97336,40.37143,-17.51682,-35.17293
20710.,19.38376,19.24336,40.06411,20.97369,40.3717,-17.51654,-35.17266
20720.,19.38409,19.24369,40.06437,20.97402,40.37196,-17.51625,-35.1724
20730.,19.38442,19.24401,40.06463,20.97435,40.37222,-17.51597,-35.17213
20740.,19.38475,19.24434,40.06489,20.97468,40.37248,-17.51569,-35.17186
20750.,19.38508,19.24467,40.06515,20.97501,40.37274,-17.51541,-35.17159
20760.,19.3854,19.245,40.06541,20.97534,40.373,-17.51512,-35.17133
20770.,19.38573,19.24533,40.06567,20.97567,40.37326,-17.51484,-35.17106
20780.,19.38606,19.24565,40.06593,20.976,40.37352,-17.51456,-35.1708
20790.,19.38638,19.24598,40.06619,20.97632,40.37378,-17.51428,-35.17053
20800.,19.38671,19.2463,40.06645,20.97665,40.37403,-17.514,-35.17026
20810.,19.38703,19.24663,40.06671,20.97698,40.37429,-17.51372,-35.17
20820.,19.38736,19.24695,40.06697,20.97731,40.37455,-17.51344,-35.16973
20830.,19.38768,19.24728,40.06723,20.97763,40.37481,-17.51316,-35.16947
20840.,19.388,19.2476,40.06748,20.97796,40.37506,-17.51288,-35.16921
20850.,19.38833,19.24793,40.06774,20.97828,40.37532,-17.5126,-35.16894
20860.,19.38865,19.24825,40.068,20.97861,40.37558,-17.51232,-35.16868
20870.,19.38897,19.24857,40.06825,20.97893,40.37583,-17.51205,-35.16842
20880.,19.38929,19.24889,40.06851,20.97926,40.37609,-17.51177,-35.16815
20890.,19.38962,19.24922,40.06877,20.97958,40.37635,-17.51149,-35.16789
20900.,19.38994,19.24954,40.06902,20.9799,40.3766,-17.51121,-35.16763
20910.,19.39026,19.24986,40.06928,20.98023,40.37686,-17.51094,-35.16737
20920.,19.39058,19.25018,40.06953,20.98055,40.37711,-17.51066,-35.16711
20930.,19.3909,19.2505,40.06979,20.98087,40.37736,-17.51039,-35.16685
20940.,19.39122,19.25082,40.07004,20.98119,40.37762,-17.51011,-35.16659
20950.,19.39154,19.25114,40.07029,20.98151,40.37787,-17.50984,-35.16633
20960.,19.39185,19.25146,40.07055,20.98184,40.37812,-17.50956,-35.16607
20970.,19.39217,19.25178,40.0708,20.98216,40.37838,-17.50929,-35.16581
20980.,19.39249,19.25209,40.07105,20.98248,40.37863,-17.50901,-35.16555
20990.,19.39281,19.25241,40.07131,20.9828,40.37888,-17.50874,-35.16529
21000.,19.39312,19.25273,40.07156,20.98311,40.37913,-17.50847,-35.16503
