Times,MAIN_PNL_PX.1,MAIN_PNL_MX.1,MAIN_PNL_PY.1,MAIN_PNL_MY.1,MAIN_PNL_PZ.1,MAIN_PNL_MZ.1,MAIN_PNL_MY.20001
3470.,38.2287,17.06767,38.24348,18.57663,17.14967,-19.11571,-37.11203
3480.,38.23301,17.06987,38.24774,18.57907,17.15191,-19.11743,-37.11005
3490.,38.2373,17.07208,38.25197,18.58152,17.15415,-19.1191,-37.10807
3500.,38.24155,17.07429,38.25617,18.58397,17.1564,-19.12071,-37.10609
3510.,38.24578,17.07651,38.26034,18.58642,17.15865,-19.12228,-37.1041
3520.,38.24997,17.07873,38.26448,18.58887,17.16091,-19.12379,-37.10212
3530.,38.25414,17.08095,38.26859,18.59133,17.16317,-19.12525,-37.10013
3540.,38.25828,17.08318,38.27267,18.59378,17.16543,-19.12666,-37.09815
3550.,38.26238,17.08542,38.27673,18.59624,17.1677,-19.12803,-37.09616
3560.,38.26646,17.08765,38.28075,18.5987,17.16997,-19.12934,-37.09417
3570.,38.27051,17.0899,38.28475,18.60116,17.17225,-19.13061,-37.09218
3580.,38.27453,17.09214,38.28872,18.60362,17.17453,-19.13183,-37.09018
3590.,38.27853,17.09439,38.29266,18.60609,17.17681,-19.13301,-37.08819
3600.,38.28249,17.09665,38.29658,18.60855,17.17909,-19.13414,-37.08619
3610.,38.28643,17.0989,38.30047,18.61102,17.18138,-19.13522,-37.0842
3620.,38.29035,17.10116,38.30433,18.61349,17.18368,-19.13627,-37.0822
3630.,38.29423,17.10343,38.30817,18.61596,17.18597,-19.13726,-37.08021
3640.,38.29809,17.1057,38.31199,18.61843,17.18827,-19.13822,-37.07821
3650.,38.30193,17.10797,38.31577,18.6209,17.19057,-19.13913,-37.07621
3660.,38.30574,17.11024,38.31954,18.62337,17.19288,-19.14001,-37.07421
3670.,38.30952,17.11252,38.32328,18.62584,17.19518,-19.14084,-37.07221
3680.,38.31329,17.1148,38.32699,18.62831,17.19749,-19.14163,-37.07021
3690.,38.31702,17.11708,38.33068,18.63079,17.19981,-19.14238,-37.06821
3700.,38.32073,17.11937,38.33435,18.63326,17.20212,-19.14309,-37.0662
3710.,38.32442,17.12165,38.33799,18.63574,17.20444,-19.14376,-37.0642
3720.,38.32809,17.12395,38.34161,18.63821,17.20676,-19.1444,-37.0622
3730.,38.33173,17.12624,38.34521,18.64069,17.20908,-19.145,-37.06019
3740.,38.33535,17.12854,38.34878,18.64317,17.2114,-19.14556,-37.05819
3750.,38.33894,17.13083,38.35234,18.64564,17.21373,-19.14608,-37.05619
3760.,38.34252,17.13314,38.35587,18.64812,17.21606,-19.14657,-37.05418
